ubigeo,geografia,regi,regi_nom,prov,prov_nom,dist,dist_nom,p_2018,p_2019,p_2020,p_2021,p_2022
060112,San Juan,06,Cajamarca,01,Cajamarca,12,San Juan,4572,4560,4532,4510,4485
060200,Cajabamba,06,Cajamarca,02,Cajabamba,00,NA,81489,82434,83167,83516,83747
060201,Cajabamba,06,Cajamarca,02,Cajabamba,01,Cajabamba,33115,33715,34231,34538,34762
060202,Cachachi,06,Cajamarca,02,Cajabamba,02,Cachachi,25315,25479,25575,25589,25599
060203,Condebamba,06,Cajamarca,02,Cajabamba,03,Condebamba,14929,15143,15319,15434,15519
060204,Sitacocha,06,Cajamarca,02,Cajabamba,04,Sitacocha,8130,8097,8042,7955,7867
060300,Celendín,06,Cajamarca,03,Celendín,00,NA,84423,84282,83916,83575,82965
060301,Celendín,06,Cajamarca,03,Celendín,01,Celendín,28346,28761,29097,29442,29695
060302,Chumuch,06,Cajamarca,03,Celendín,02,Chumuch,2758,2732,2699,2667,2626
060303,Cortegana,06,Cajamarca,03,Celendín,03,Cortegana,7449,7406,7343,7282,7197
060304,Huasmin,06,Cajamarca,03,Celendín,04,Huasmin,11223,11069,10885,10703,10485
060305,Jorge Chávez,06,Cajamarca,03,Celendín,05,Jorge Chávez,474,468,461,455,447
060306,José Gálvez,06,Cajamarca,03,Celendín,06,José Gálvez,2765,2762,2751,2740,2720
060307,Miguel Iglesias,06,Cajamarca,03,Celendín,07,Miguel Iglesias,4054,3993,3922,3853,3771
060308,Oxamarca,06,Cajamarca,03,Celendín,08,Oxamarca,5909,5874,5824,5776,5710
060309,Sorochuco,06,Cajamarca,03,Celendín,09,Sorochuco,7833,7683,7514,7348,7158
060310,Sucre,06,Cajamarca,03,Celendín,10,Sucre,5511,5491,5455,5419,5364
060311,Utco,06,Cajamarca,03,Celendín,11,Utco,1112,1097,1081,1067,1052
060312,La Libertad de Pallán,06,Cajamarca,03,Celendín,12,La Libertad de Pallán,6989,6946,6884,6823,6740
060400,Chota,06,Cajamarca,04,Chota,00,NA,152703,152413,151714,151243,150552
060401,Chota,06,Cajamarca,04,Chota,01,Chota,50325,50847,51231,51686,52061
060402,Anguía,06,Cajamarca,04,Chota,02,Anguía,3356,3290,3216,3147,3074
060403,Chadín,06,Cajamarca,04,Chota,03,Chadín,3697,3669,3632,3600,3563
060404,Chiguirip,06,Cajamarca,04,Chota,04,Chiguirip,3771,3704,3628,3558,3483
060405,Chimban,06,Cajamarca,04,Chota,05,Chimban,2345,2274,2201,2130,2056
060406,Choropampa,06,Cajamarca,04,Chota,06,Choropampa,2439,2377,2311,2248,2182
060407,Cochabamba,06,Cajamarca,04,Chota,07,Cochabamba,5950,5899,5832,5774,5708
060408,Conchán,06,Cajamarca,04,Chota,08,Conchán,6013,5986,5944,5911,5869
060409,Huambos,06,Cajamarca,04,Chota,09,Huambos,8711,8660,8584,8522,8448
060410,Lajas,06,Cajamarca,04,Chota,10,Lajas,11745,11681,11586,11509,11415
060411,Llama,06,Cajamarca,04,Chota,11,Llama,7484,7444,7385,7337,7278
060412,Miracosta,06,Cajamarca,04,Chota,12,Miracosta,3358,3333,3300,3272,3239
060413,Paccha,06,Cajamarca,04,Chota,13,Paccha,4697,4666,4621,4584,4540
060414,Pión,06,Cajamarca,04,Chota,14,Pión,1272,1248,1222,1197,1171
060415,Querocoto,06,Cajamarca,04,Chota,15,Querocoto,8874,8863,8826,8803,8768
060416,San Juan de Licupis,06,Cajamarca,04,Chota,16,San Juan de Licupis,995,988,977,968,958
060417,Tacabamba,06,Cajamarca,04,Chota,17,Tacabamba,16986,16850,16668,16513,16334
060418,Tocmoche,06,Cajamarca,04,Chota,18,Tocmoche,896,890,880,872,864
060419,Chalamarca,06,Cajamarca,04,Chota,19,Chalamarca,9789,9744,9670,9612,9541
060500,Contumazá,06,Cajamarca,05,Contumazá,00,NA,29594,29516,29357,29208,28964
060501,Contumazá,06,Cajamarca,05,Contumazá,01,Contumazá,8142,8111,8061,8017,7945
060502,Chilete,06,Cajamarca,05,Contumazá,02,Chilete,2806,2783,2752,2721,2669
060503,Cupisnique,06,Cajamarca,05,Contumazá,03,Cupisnique,1424,1415,1402,1389,1369
060504,Guzmango,06,Cajamarca,05,Contumazá,04,Guzmango,2855,2854,2845,2842,2835
060505,San Benito,06,Cajamarca,05,Contumazá,05,San Benito,3591,3605,3607,3608,3612
060506,Santa Cruz de Toledo,06,Cajamarca,05,Contumazá,06,Santa Cruz de Toledo,1059,1054,1047,1040,1030
060507,Tantarica,06,Cajamarca,05,Contumazá,07,Tantarica,2628,2643,2650,2651,2653
060508,Yonan,06,Cajamarca,05,Contumazá,08,Yonan,7089,7051,6993,6940,6851
060600,Cutervo,06,Cajamarca,06,Cutervo,00,NA,125818,125048,123948,123361,122594
060601,Cutervo,06,Cajamarca,06,Cutervo,01,Cutervo,51462,51440,51272,51313,51275
060602,Callayuc,06,Cajamarca,06,Cutervo,02,Callayuc,9736,9694,9627,9598,9554
060603,Choros,06,Cajamarca,06,Cutervo,03,Choros,3323,3308,3286,3277,3262
060604,Cujillo,06,Cajamarca,06,Cutervo,04,Cujillo,2616,2595,2569,2552,2532
060605,La Ramada,06,Cajamarca,06,Cutervo,05,La Ramada,4077,4032,3977,3940,3897
060606,Pimpingos,06,Cajamarca,06,Cutervo,06,Pimpingos,5269,5202,5121,5063,4998
060607,Querocotillo,06,Cajamarca,06,Cutervo,07,Querocotillo,13843,13646,13416,13241,13051
060608,San Andrés de Cutervo,06,Cajamarca,06,Cutervo,08,San Andrés de Cutervo,4419,4353,4276,4219,4155
060609,San Juan de Cutervo,06,Cajamarca,06,Cutervo,09,San Juan de Cutervo,1897,1878,1856,1840,1822
060610,San Luis de Lucma,06,Cajamarca,06,Cutervo,10,San Luis de Lucma,3127,3067,2999,2945,2888
060611,Santa Cruz,06,Cajamarca,06,Cutervo,11,Santa Cruz,2747,2713,2671,2641,2608
060612,Santo Domingo de La Capilla,06,Cajamarca,06,Cutervo,12,Santo Domingo de La Capilla,5076,5052,5015,4999,4974
060613,Santo Tomás,06,Cajamarca,06,Cutervo,13,Santo Tomás,7695,7660,7603,7577,7541
060614,Socota,06,Cajamarca,06,Cutervo,14,Socota,9378,9279,9156,9072,8975
060615,Toribio Casanova,06,Cajamarca,06,Cutervo,15,Toribio Casanova,1153,1129,1104,1084,1062
060700,Hualgayoc,06,Cajamarca,07,Hualgayoc,00,NA,84617,84378,83913,83473,82766
060701,Bambamarca,06,Cajamarca,07,Hualgayoc,01,Bambamarca,65279,65077,64702,64343,63780
060702,Chugur,06,Cajamarca,07,Hualgayoc,02,Chugur,3039,3003,2959,2917,2866
060703,Hualgayoc,06,Cajamarca,07,Hualgayoc,03,Hualgayoc,16299,16298,16252,16213,16120
060800,Jaén,06,Cajamarca,08,Jaén,00,NA,199911,202081,203724,204729,205445
060801,Jaén,06,Cajamarca,08,Jaén,01,Jaén,102445,104361,106009,107039,107925
060802,Bellavista,06,Cajamarca,08,Jaén,02,Bellavista,16212,16313,16370,16428,16464
060803,Chontali,06,Cajamarca,08,Jaén,03,Chontali,10329,10374,10391,10435,10464
060804,Colasay,06,Cajamarca,08,Jaén,04,Colasay,10682,10639,10567,10498,10414
060805,Huabal,06,Cajamarca,08,Jaén,05,Huabal,8762,8887,8989,9021,9041
060806,Las Pirias,06,Cajamarca,08,Jaén,06,Las Pirias,4586,4621,4643,4660,4670
060807,Pomahuaca,06,Cajamarca,08,Jaén,07,Pomahuaca,9151,9211,9245,9278,9299
060808,Pucara,06,Cajamarca,08,Jaén,08,Pucara,6878,6873,6850,6873,6888
060809,Sallique,06,Cajamarca,08,Jaén,09,Sallique,7542,7536,7509,7509,7502
060810,San Felipe,06,Cajamarca,08,Jaén,10,San Felipe,4868,4809,4740,4662,4577
060811,San José del Alto,06,Cajamarca,08,Jaén,11,San José del Alto,7847,7959,8050,8114,8151
060812,Santa Rosa,06,Cajamarca,08,Jaén,12,Santa Rosa,10609,10498,10361,10212,10050
060900,San Ignacio,06,Cajamarca,09,San Ignacio,00,NA,143012,144580,145770,146477,146978
060901,San Ignacio,06,Cajamarca,09,San Ignacio,01,San Ignacio,38745,39506,40171,40710,41202
060902,Chirinos,06,Cajamarca,09,San Ignacio,02,Chirinos,15530,15773,15974,16121,16246
060903,Huarango,06,Cajamarca,09,San Ignacio,03,Huarango,18874,18766,18607,18384,18131
060904,La Coipa,06,Cajamarca,09,San Ignacio,04,La Coipa,20778,21032,21229,21354,21446
060905,Namballe,06,Cajamarca,09,San Ignacio,05,Namballe,9967,9970,9945,9885,9809
060906,San José de Lourdes,06,Cajamarca,09,San Ignacio,06,San José de Lourdes,19570,19757,19890,19955,19989
060907,Tabaconas,06,Cajamarca,09,San Ignacio,07,Tabaconas,19548,19776,19954,20068,20155
061000,San Marcos,06,Cajamarca,10,San Marcos,00,NA,51448,51633,51678,51882,52012
061001,Pedro Gálvez,06,Cajamarca,10,San Marcos,01,Pedro Gálvez,21245,21494,21685,21941,22165
061002,Chancay,06,Cajamarca,10,San Marcos,02,Chancay,3099,3088,3069,3058,3042
061003,Eduardo Villanueva,06,Cajamarca,10,San Marcos,03,Eduardo Villanueva,2903,2975,3039,3114,3186
061004,Gregorio Pita,06,Cajamarca,10,San Marcos,04,Gregorio Pita,5406,5284,5150,5035,4913
061005,Ichocan,06,Cajamarca,10,San Marcos,05,Ichocan,1995,1987,1971,1961,1950
061006,José Manuel Quiroz,06,Cajamarca,10,San Marcos,06,José Manuel Quiroz,3703,3670,3627,3595,3558
061007,José Sabogal,06,Cajamarca,10,San Marcos,07,José Sabogal,13097,13135,13137,13178,13198
061100,San Miguel,06,Cajamarca,11,San Miguel,00,NA,48330,47782,47114,46468,45681
061101,San Miguel,06,Cajamarca,11,San Miguel,01,San Miguel,14260,14167,14036,13919,13767
061102,Bolívar,06,Cajamarca,11,San Miguel,02,Bolívar,1359,1336,1310,1285,1252
061103,Calquis,06,Cajamarca,11,San Miguel,03,Calquis,4298,4295,4281,4273,4260
061104,Catilluc,06,Cajamarca,11,San Miguel,04,Catilluc,2890,2855,2813,2772,2721
061105,El Prado,06,Cajamarca,11,San Miguel,05,El Prado,1699,1680,1657,1635,1608
061106,La Florida,06,Cajamarca,11,San Miguel,06,La Florida,2216,2193,2165,2138,2105
061107,Llapa,06,Cajamarca,11,San Miguel,07,Llapa,4689,4633,4563,4497,4414
061108,Nanchoc,06,Cajamarca,11,San Miguel,08,Nanchoc,1374,1373,1370,1368,1365
061109,Niepos,06,Cajamarca,11,San Miguel,09,Niepos,3434,3359,3276,3193,3089
061110,San Gregorio,06,Cajamarca,11,San Miguel,10,San Gregorio,2306,2293,2274,2257,2236
061111,San Silvestre de Cochán,06,Cajamarca,11,San Miguel,11,San Silvestre de Cochán,3840,3781,3711,3643,3558
061112,Tongod,06,Cajamarca,11,San Miguel,12,Tongod,2756,2644,2530,2402,2274
061113,Unión Agua Blanca,06,Cajamarca,11,San Miguel,13,Unión Agua Blanca,3209,3173,3128,3086,3032
061200,San Pablo,06,Cajamarca,12,San Pablo,00,NA,22657,22677,22638,22449,22225
061201,San Pablo,06,Cajamarca,12,San Pablo,01,San Pablo,13417,13457,13460,13372,13263
061202,San Bernardino,06,Cajamarca,12,San Pablo,02,San Bernardino,4590,4590,4578,4536,4487
061203,San Luis,06,Cajamarca,12,San Pablo,03,San Luis,983,953,922,886,850
061204,Tumbaden,06,Cajamarca,12,San Pablo,04,Tumbaden,3667,3677,3678,3655,3625
061300,Santa Cruz,06,Cajamarca,13,Santa Cruz,00,NA,39294,38999,38602,38219,37717
061301,Santa Cruz,06,Cajamarca,13,Santa Cruz,01,Santa Cruz,9814,9799,9756,9715,9640
061302,Andabamba,06,Cajamarca,13,Santa Cruz,02,Andabamba,1371,1343,1311,1280,1247
061303,Catache,06,Cajamarca,13,Santa Cruz,03,Catache,9808,9852,9870,9891,9875
061304,Chancaybaños,06,Cajamarca,13,Santa Cruz,04,Chancaybaños,3532,3505,3468,3432,3386
061305,La Esperanza,06,Cajamarca,13,Santa Cruz,05,La Esperanza,2426,2391,2351,2311,2264
061306,Ninabamba,06,Cajamarca,13,Santa Cruz,06,Ninabamba,2131,2067,1999,1933,1864
061307,Pulan,06,Cajamarca,13,Santa Cruz,07,Pulan,4026,3962,3887,3815,3731
061308,Saucepampa,06,Cajamarca,13,Santa Cruz,08,Saucepampa,1482,1442,1399,1357,1314
061309,Sexi,06,Cajamarca,13,Santa Cruz,09,Sexi,447,443,437,433,426
061310,Uticyacu,06,Cajamarca,13,Santa Cruz,10,Uticyacu,1310,1284,1255,1226,1194
061311,Yauyucán,06,Cajamarca,13,Santa Cruz,11,Yauyucán,2947,2911,2869,2826,2776
070000,Prov. Const. del Callao,07,Prov. Const. del Callao,00,NA,00,NA,1078789,1105512,1129854,1151480,1171648
070100,Callao,07,Prov. Const. del Callao,01,Callao,00,NA,1078789,1105512,1129854,1151480,1171648
070101,Callao,07,Prov. Const. del Callao,01,Callao,01,Callao,492879,503234,512386,520709,528405
070102,Bellavista,07,Prov. Const. del Callao,01,Callao,02,Bellavista,79358,80139,80704,81122,81428
070103,Carmen de La Legua Reynoso,07,Prov. Const. del Callao,01,Callao,03,Carmen de La Legua Reynoso,45396,45963,46409,46772,47071
070104,La Perla,07,Prov. Const. del Callao,01,Callao,04,La Perla,63657,64142,64454,64524,64612
070105,La Punta,07,Prov. Const. del Callao,01,Callao,05,La Punta,3979,3963,3935,3902,3862
070106,Ventanilla,07,Prov. Const. del Callao,01,Callao,06,Ventanilla,343900,357035,369618,380894,391564
070107,Mi Perú,07,Prov. Const. del Callao,01,Callao,07,Mi Perú,49620,51036,52348,53557,54706
080000,Cusco,08,Cusco,00,NA,00,NA,1320530,1340457,1357075,1369932,1380594
080100,Cusco,08,Cusco,01,Cusco,00,NA,484248,498169,511019,520558,528541
080101,Cusco,08,Cusco,01,Cusco,01,Cusco,117110,117821,118127,118510,118843
080102,Ccorca,08,Cusco,01,Cusco,02,Ccorca,2403,2408,2405,2407,2407
080103,Poroy,08,Cusco,01,Cusco,03,Poroy,10535,11418,12333,12969,13497
080104,San Jerónimo,08,Cusco,01,Cusco,04,San Jerónimo,62369,66405,70453,73312,75696
080105,San Sebastián,08,Cusco,01,Cusco,05,San Sebastián,122835,128607,134182,138200,141559
080106,Santiago,08,Cusco,01,Cusco,06,Santiago,100663,102400,103817,104961,105919
080107,Saylla,08,Cusco,01,Cusco,07,Saylla,7090,7702,8338,8779,9146
080108,Wanchaq,08,Cusco,01,Cusco,08,Wanchaq,61243,61408,61364,61420,61474
080200,Acomayo,08,Cusco,02,Acomayo,00,NA,24437,24251,24000,23855,23732
080201,Acomayo,08,Cusco,02,Acomayo,01,Acomayo,4726,4678,4616,4579,4548
080202,Acopia,08,Cusco,02,Acomayo,02,Acopia,2964,3010,3048,3077,3102
080203,Acos,08,Cusco,02,Acomayo,03,Acos,2378,2367,2350,2341,2333
080204,Mosoc Llacta,08,Cusco,02,Acomayo,04,Mosoc Llacta,1167,1118,1069,1036,1007
080205,Pomacanchi,08,Cusco,02,Acomayo,05,Pomacanchi,7701,7661,7598,7564,7537
080206,Rondocán,08,Cusco,02,Acomayo,06,Rondocán,2046,1982,1915,1871,1832
080207,Sangarará,08,Cusco,02,Acomayo,07,Sangarará,3455,3435,3404,3387,3373
080300,Anta,08,Cusco,03,Anta,00,NA,61564,62428,63131,63665,64097
080301,Anta,08,Cusco,03,Anta,01,Anta,23817,24667,25464,26038,26512
080302,Ancahuasi,08,Cusco,03,Anta,02,Ancahuasi,7616,7711,7784,7835,7873
080303,Cachimayo,08,Cusco,03,Anta,03,Cachimayo,2615,2681,2742,2787,2823
080304,Chinchaypujio,08,Cusco,03,Anta,04,Chinchaypujio,4394,4370,4333,4311,4292
080305,Huarocondo,08,Cusco,03,Anta,05,Huarocondo,4796,4722,4634,4576,4528
080306,Limatambo,08,Cusco,03,Anta,06,Limatambo,7958,7868,7754,7681,7620
080307,Mollepata,08,Cusco,03,Anta,07,Mollepata,3395,3450,3496,3531,3559
080308,Pucyura,08,Cusco,03,Anta,08,Pucyura,3223,3199,3166,3146,3128
080309,Zurite,08,Cusco,03,Anta,09,Zurite,3750,3760,3758,3760,3762
080400,Calca,08,Cusco,04,Calca,00,NA,70370,71071,71582,71906,72114
080401,Calca,08,Cusco,04,Calca,01,Calca,22681,23082,23423,23653,23833
080402,Coya,08,Cusco,04,Calca,02,Coya,3649,3652,3645,3639,3631
080403,Lamay,08,Cusco,04,Calca,03,Lamay,5856,5920,5967,5997,6016
080404,Lares,08,Cusco,04,Calca,04,Lares,6513,6472,6412,6368,6324
080405,Pisac,08,Cusco,04,Calca,05,Pisac,11214,11425,11607,11728,11817
080406,San Salvador,08,Cusco,04,Calca,06,San Salvador,6002,6097,6175,6225,6258
080407,Taray,08,Cusco,04,Calca,07,Taray,4771,4832,4880,4911,4932
080408,Yanatile,08,Cusco,04,Calca,08,Yanatile,9684,9591,9473,9385,9303
080500,Canas,08,Cusco,05,Canas,00,NA,35199,35024,34754,34605,34487
080501,Yanaoca,08,Cusco,05,Canas,01,Yanaoca,9314,9302,9270,9256,9247
080502,Checca,08,Cusco,05,Canas,02,Checca,5547,5523,5485,5464,5448
080503,Kunturkanki,08,Cusco,05,Canas,03,Kunturkanki,5214,5204,5178,5166,5158
080504,Langui,08,Cusco,05,Canas,04,Langui,2174,2142,2104,2079,2060
080505,Layo,08,Cusco,05,Canas,05,Layo,5635,5600,5548,5518,5495
080506,Pampamarca,08,Cusco,05,Canas,06,Pampamarca,1909,1903,1889,1885,1878
080507,Quehue,08,Cusco,05,Canas,07,Quehue,2741,2704,2660,2632,2609
080508,Túpac Amaru,08,Cusco,05,Canas,08,Túpac Amaru,2665,2646,2620,2605,2592
080600,Canchis,08,Cusco,06,Canchis,00,NA,104611,105685,106476,106990,107333
080601,Sicuani,08,Cusco,06,Canchis,01,Sicuani,62983,63931,64711,65225,65594
080602,Checacupe,08,Cusco,06,Canchis,02,Checacupe,5150,5191,5217,5235,5246
080603,Combapata,08,Cusco,06,Canchis,03,Combapata,5035,5038,5026,5017,5006
080604,Marangani,08,Cusco,06,Canchis,04,Marangani,10479,10453,10399,10359,10320
080605,Pitumarca,08,Cusco,06,Canchis,05,Pitumarca,8126,8257,8366,8440,8496
080606,San Pablo,08,Cusco,06,Canchis,06,San Pablo,4542,4515,4475,4446,4420
080607,San Pedro,08,Cusco,06,Canchis,07,San Pedro,2827,2821,2808,2798,2789
080608,Tinta,08,Cusco,06,Canchis,08,Tinta,5469,5479,5474,5470,5462
080700,Chumbivilcas,08,Cusco,07,Chumbivilcas,00,NA,70794,70565,70143,69930,69763
080701,Santo Tomás,08,Cusco,07,Chumbivilcas,01,Santo Tomás,23039,22958,22809,22733,22673
080702,Capacmarca,08,Cusco,07,Chumbivilcas,02,Capacmarca,4185,4158,4119,4097,4079
080703,Chamaca,08,Cusco,07,Chumbivilcas,03,Chamaca,6671,6596,6503,6445,6399
080704,Colquemarca,08,Cusco,07,Chumbivilcas,04,Colquemarca,7327,7228,7110,7036,6974
080705,Livitaca,08,Cusco,07,Chumbivilcas,05,Livitaca,12575,12704,12798,12879,12949
080706,Llusco,08,Cusco,07,Chumbivilcas,06,Llusco,4594,4462,4322,4227,4149
080707,Quiñota,08,Cusco,07,Chumbivilcas,07,Quiñota,4051,4036,4010,3997,3986
080708,Velille,08,Cusco,07,Chumbivilcas,08,Velille,8352,8423,8472,8516,8554
080800,Espinar,08,Cusco,08,Espinar,00,NA,61987,62108,62059,62098,62140
080801,Espinar,08,Cusco,08,Espinar,01,Espinar,37493,38252,38886,39539,40173
080802,Condoroma,08,Cusco,08,Espinar,02,Condoroma,919,896,872,854,839
080803,Coporaque,08,Cusco,08,Espinar,03,Coporaque,10632,10236,9824,9434,9055
080804,Ocoruro,08,Cusco,08,Espinar,04,Ocoruro,1074,1035,995,962,931
080805,Pallpata,08,Cusco,08,Espinar,05,Pallpata,5137,5130,5111,5094,5075
080806,Pichigua,08,Cusco,08,Espinar,06,Pichigua,2960,2896,2824,2767,2714
080807,Suyckutambo,08,Cusco,08,Espinar,07,Suyckutambo,1712,1640,1566,1498,1433
080808,Alto Pichigua,08,Cusco,08,Espinar,08,Alto Pichigua,2060,2023,1981,1950,1920
080900,La Convención,08,Cusco,09,La Convención,00,NA,167312,167846,167910,168159,168389
080901,Santa Ana,08,Cusco,09,La Convención,01,Santa Ana,30570,30330,29990,29744,29650
080902,Echarate,08,Cusco,09,La Convención,02,Echarate,26660,26006,25281,18650,18247
080903,Huayopata,08,Cusco,09,La Convención,03,Huayopata,5545,5525,5487,5462,5440
080904,Maranura,08,Cusco,09,La Convención,04,Maranura,5448,5336,5209,5108,5017
080905,Ocobamba,08,Cusco,09,La Convención,05,Ocobamba,6061,6025,5985,5944,5903
080906,Quellouno,08,Cusco,09,La Convención,06,Quellouno,15173,15187,15150,15132,15112
080907,Kimbiri ,08,Cusco,09,La Convención,07,Kimbiri ,18240,18702,19099,13688,13885
080908,Santa Teresa,08,Cusco,09,La Convención,08,Santa Teresa,6972,6969,6945,6933,6921
080909,Vilcabamba,08,Cusco,09,La Convención,09,Vilcabamba,10464,10359,10240,10146,10058
080910,Pichari,08,Cusco,09,La Convención,10,Pichari,25025,26160,27234,22680,23299
080911,Inkawasi,08,Cusco,09,La Convención,11,Inkawasi,4913,4979,5031,5079,5125
080912,Villa Virgen,08,Cusco,09,La Convención,12,Villa Virgen,2332,2365,2391,2416,2437
080913,Villa Kintiarina,08,Cusco,09,La Convención,13,Villa Kintiarina,2322,2350,2369,2388,2405
080914,Megantoni,08,Cusco,09,La Convención,14,Megantoni,7587,7553,7499,7461,7427
080915,Kumpirushiato,08,Cusco,09,La Convención,15,Kumpirushiato,NA,NA,NA,6054,5923
080916,Cielo Punco,08,Cusco,09,La Convención,16,Cielo Punco,NA,NA,NA,2204,2235
080917,Manitea,08,Cusco,09,La Convención,17,Manitea,NA,NA,NA,3531,3582
080918,Unión Asháninka,08,Cusco,09,La Convención,18,Unión Asháninka,NA,NA,NA,5539,5723
081000,Paruro,08,Cusco,10,Paruro,00,NA,27212,26964,26644,26450,26293
081001,Paruro,08,Cusco,10,Paruro,01,Paruro,3473,3479,3474,3474,3475
081002,Accha,08,Cusco,10,Paruro,02,Accha,3224,3179,3125,3091,3064
081003,Ccapi,08,Cusco,10,Paruro,03,Ccapi,3221,3175,3121,3087,3059
081004,Colcha,08,Cusco,10,Paruro,04,Colcha,999,974,948,931,916
081005,Huanoquite,08,Cusco,10,Paruro,05,Huanoquite,5140,5116,5078,5057,5040
081006,Omacha,08,Cusco,10,Paruro,06,Omacha,5923,5891,5842,5814,5792
081007,Paccaritambo,08,Cusco,10,Paruro,07,Paccaritambo,2139,2118,2092,2076,2063
081008,Pillpinto,08,Cusco,10,Paruro,08,Pillpinto,1072,1054,1033,1020,1009
081009,Yaurisque,08,Cusco,10,Paruro,09,Yaurisque,2021,1978,1931,1900,1875
081100,Paucartambo,08,Cusco,11,Paucartambo,00,NA,47175,47442,47579,47732,47866
081101,Paucartambo,08,Cusco,11,Paucartambo,01,Paucartambo,13177,13323,13435,13536,13627
081102,Caicay,08,Cusco,11,Paucartambo,02,Caicay,2952,3005,3050,3089,3122
081103,Challabamba,08,Cusco,11,Paucartambo,03,Challabamba,9488,9468,9421,9398,9379
081104,Colquepata,08,Cusco,11,Paucartambo,04,Colquepata,9004,8973,8915,8883,8858
081105,Huancarani,08,Cusco,11,Paucartambo,05,Huancarani,7689,7788,7866,7923,7966
081106,Kosñipata,08,Cusco,11,Paucartambo,06,Kosñipata,4865,4885,4892,4903,4914
081200,Quispicanchi,08,Cusco,12,Quispicanchi,00,NA,98076,100027,101735,103046,104148
081201,Urcos,08,Cusco,12,Quispicanchi,01,Urcos,11785,11984,12152,12279,12416
081202,Andahuaylillas,08,Cusco,12,Quispicanchi,02,Andahuaylillas,6567,6760,6938,7095,7245
081203,Camanti,08,Cusco,12,Quispicanchi,03,Camanti,2502,2556,2603,2638,2668
081204,Ccarhuayo,08,Cusco,12,Quispicanchi,04,Ccarhuayo,3107,3136,3156,3172,3186
081205,Ccatca,08,Cusco,12,Quispicanchi,05,Ccatca,14950,15039,15084,15122,15165
081206,Cusipata,08,Cusco,12,Quispicanchi,06,Cusipata,4672,4673,4661,4654,4652
081207,Huaro,08,Cusco,12,Quispicanchi,07,Huaro,4860,4919,4965,5000,5032
081208,Lucre,08,Cusco,12,Quispicanchi,08,Lucre,4971,5103,5223,5326,5423
081209,Marcapata,08,Cusco,12,Quispicanchi,09,Marcapata,4873,4917,4947,4971,4994
081210,Ocongate,08,Cusco,12,Quispicanchi,10,Ocongate,17664,18147,18587,18796,19019
081211,Oropesa,08,Cusco,12,Quispicanchi,11,Oropesa,10535,11054,11563,12050,12323
081212,Quiquijana,08,Cusco,12,Quispicanchi,12,Quiquijana,11590,11739,11856,11943,12025
081300,Urubamba,08,Cusco,13,Urubamba,00,NA,67545,68877,70043,70938,71691
081301,Urubamba,08,Cusco,13,Urubamba,01,Urubamba,22637,23222,23754,24178,24550
081302,Chinchero,08,Cusco,13,Urubamba,02,Chinchero,11761,12043,12298,12498,12671
081303,Huayllabamba,08,Cusco,13,Urubamba,03,Huayllabamba,6062,6192,6308,6395,6467
081304,Machupicchu,08,Cusco,13,Urubamba,04,Machupicchu,5623,5671,5704,5729,5746
081305,Maras,08,Cusco,13,Urubamba,05,Maras,6670,6729,6769,6799,6822
081306,Ollantaytambo,08,Cusco,13,Urubamba,06,Ollantaytambo,11447,11642,11808,11918,12000
081307,Yucay,08,Cusco,13,Urubamba,07,Yucay,3345,3378,3402,3421,3435
090000,Huancavelica,09,Huancavelica,00,NA,00,NA,376346,371260,365317.3008237257,358356,350845
090100,Huancavelica,09,Huancavelica,01,Huancavelica,00,NA,123958,122765,121265,119976,118575
090101,Huancavelica,09,Huancavelica,01,Huancavelica,01,Huancavelica,42325,42674,42858,42962,43082
090102,Acobambilla,09,Huancavelica,01,Huancavelica,02,Acobambilla,2146,2027,1909,1807,1702
090103,Acoria,09,Huancavelica,01,Huancavelica,03,Acoria,18954,18013,17056,16315,15483
090104,Conayca,09,Huancavelica,01,Huancavelica,04,Conayca,909,879,848,827,804
090105,Cuenca,09,Huancavelica,01,Huancavelica,05,Cuenca,1191,1130,1071,1024,975
090106,Huachocolpa,09,Huancavelica,01,Huancavelica,06,Huachocolpa,1975,1893,1807,1745,1674
090107,Huayllahuara,09,Huancavelica,01,Huancavelica,07,Huayllahuara,700,681,662,651,637
090108,Izcuchaca,09,Huancavelica,01,Huancavelica,08,Izcuchaca,923,916,905,905,906
090109,Laria,09,Huancavelica,01,Huancavelica,09,Laria,779,747,717,694,669
090110,Manta,09,Huancavelica,01,Huancavelica,10,Manta,1006,962,917,883,846
090111,Mariscal Cáceres,09,Huancavelica,01,Huancavelica,11,Mariscal Cáceres,532,514,494,482,470
090112,Moya,09,Huancavelica,01,Huancavelica,12,Moya,1025,966,911,865,814
090113,Nuevo Occoro,09,Huancavelica,01,Huancavelica,13,Nuevo Occoro,1829,1769,1706,1664,1617
090114,Palca,09,Huancavelica,01,Huancavelica,14,Palca,2102,2005,1906,1831,1746
090115,Pilchaca,09,Huancavelica,01,Huancavelica,15,Pilchaca,537,528,517,512,508
090116,Vilca,09,Huancavelica,01,Huancavelica,16,Vilca,2008,1922,1834,1769,1695
090117,Yauli,09,Huancavelica,01,Huancavelica,17,Yauli,21166,20557,19892,19291,18684
090118,Ascensión,09,Huancavelica,01,Huancavelica,18,Ascensión,17124,17963,18765,19388,20031
090119,Huando,09,Huancavelica,01,Huancavelica,19,Huando,6727,6619,6490,6361,6232
